,location,total_sqft,bath,price,bhk
616,BTM Layout,1470.0,2.0,99.0,3
619,Babusapalaya,1611.0,2.0,66.0,3
621,Babusapalaya,1675.0,3.0,75.0,3
622,Babusapalaya,1141.0,2.0,46.0,2
623,Babusapalaya,1500.0,2.0,57.0,2
625,Babusapalaya,1050.0,2.0,45.0,2
626,Babusapalaya,1141.0,2.0,45.9,2
628,Babusapalaya,1230.0,3.0,53.0,3
629,Babusapalaya,1105.0,2.0,40.0,2
630,Babusapalaya,1410.0,2.0,65.0,3
631,Babusapalaya,1450.0,2.0,55.99,2
632,Babusapalaya,1100.0,2.0,38.0,2
634,Babusapalaya,1061.0,2.0,33.84,2
635,Babusapalaya,1061.0,2.0,38.95,2
636,Babusapalaya,1061.0,2.0,34.0,2
637,Babusapalaya,1245.0,2.0,58.0,2
638,Badavala Nagar,1494.0,2.0,94.55,3
639,Badavala Nagar,1274.0,2.0,81.0,2
640,Badavala Nagar,1842.0,3.0,115.0,3
641,Badavala Nagar,1494.0,2.0,94.55,3
642,Badavala Nagar,1274.0,2.0,81.0,2
643,Badavala Nagar,1494.0,2.0,94.55,3
644,Badavala Nagar,1842.0,3.0,115.0,3
645,Badavala Nagar,1842.0,3.0,115.0,3
646,Badavala Nagar,1842.0,3.0,115.0,3
647,Balagere,1210.0,2.0,80.9,2
648,Balagere,1210.0,2.0,72.0,2
649,Balagere,1205.0,2.0,78.5,2
650,Balagere,790.5,1.0,41.9,1
653,Balagere,1020.07,2.0,68.38,2
654,Balagere,1205.47,2.0,81.0,2
655,Balagere,1007.0,2.0,65.0,2
657,Balagere,1210.0,2.0,74.0,2
658,Balagere,1210.0,2.0,83.0,2
659,Balagere,675.0,1.0,45.0,1
660,Balagere,656.0,1.0,43.0,1
662,Balagere,1012.0,2.0,64.0,2
663,Balagere,1007.0,2.0,62.0,2
664,Balagere,1007.0,2.0,67.0,2
665,Balagere,1007.0,2.0,66.0,2
668,Balagere,645.0,1.0,34.18,1
671,Balagere,790.5,1.0,42.295,1
672,Balagere,1012.0,2.0,65.0,2
673,Balagere,656.0,1.0,38.77,1
674,Balagere,645.0,1.0,39.0,1
675,Balagere,645.0,1.0,41.0,1
676,Balagere,1210.0,2.0,82.0,2
677,Balagere,656.0,1.0,34.77,1
678,Balagere,1205.0,2.0,73.87,2
679,Balagere,1012.0,2.0,70.0,2
680,Balagere,1007.0,2.0,68.0,2
682,Balagere,1205.0,2.0,79.0,2
683,Balagere,1012.0,2.0,68.0,2
685,Banashankari,1077.0,2.0,37.64,2
686,Banashankari,1470.0,2.0,88.64,3
687,Banashankari,1300.0,2.0,75.0,3
688,Banashankari,1800.0,3.0,115.0,3
689,Banashankari,1125.0,2.0,63.0,2
691,Banashankari,1310.0,2.0,80.0,2
692,Banashankari,2600.0,4.0,135.0,3
693,Banashankari,1900.0,2.0,170.0,3
694,Banashankari,1260.0,2.0,75.0,2
695,Banashankari,1170.0,2.0,46.79,2
697,Banashankari,1350.0,2.0,83.0,3
699,Banashankari,1330.0,2.0,78.0,2
700,Banashankari,1400.0,2.0,78.0,3
701,Banashankari,1700.0,3.0,125.0,3
702,Banashankari,1020.0,2.0,40.79,2
703,Banashankari,1600.0,2.0,63.98,2
704,Banashankari,1041.0,2.0,36.44,2
705,Banashankari,1390.0,2.0,86.0,2
706,Banashankari,1460.0,2.0,70.0,2
707,Banashankari,1200.0,2.0,60.0,2
708,Banashankari,1290.0,2.0,80.0,2
709,Banashankari,1186.0,2.0,65.0,2
710,Banashankari,1650.0,3.0,101.0,3
712,Banashankari,1181.0,2.0,75.0,2
713,Banashankari,1105.0,2.0,90.0,2
714,Banashankari,720.0,1.0,60.0,1
715,Banashankari,1040.0,2.0,45.0,2
716,Banashankari,1330.0,2.0,77.0,2
717,Banashankari,1200.0,2.0,49.0,2
718,Banashankari,1185.0,2.0,67.0,2
719,Banashankari,1000.0,2.0,50.0,2
720,Banashankari,1650.0,3.0,90.75,3
721,Banashankari,1650.0,3.0,101.0,3
722,Banashankari,1310.0,2.0,80.43,2
723,Banashankari,600.0,1.0,27.0,2
724,Banashankari,1430.0,2.0,87.8,2
725,Banashankari,1020.0,2.0,42.83,2
727,Banashankari,1540.0,3.0,80.0,3
728,Banashankari,1195.0,2.0,35.84,2
729,Banashankari,1683.0,3.0,115.0,3
730,Banashankari,1800.0,3.0,125.0,3
731,Banashankari,1175.0,2.0,41.13,2
732,Banashankari,1750.0,2.0,89.0,3
733,Banashankari,1450.0,2.0,50.75,2
734,Banashankari,1770.0,3.0,108.0,3
735,Banashankari,1800.0,3.0,125.0,3
738,Banashankari,1200.0,3.0,74.52,3
739,Banashankari,1100.0,2.0,63.0,2
740,Banashankari,1020.0,2.0,40.79,2
741,Banashankari,1260.0,2.0,75.0,2
743,Banashankari,1426.0,3.0,85.0,3
744,Banashankari Stage II,1700.0,2.0,150.0,2
745,Banashankari Stage II,1200.0,2.0,150.0,4
746,Banashankari Stage II,1500.0,2.0,120.0,3
747,Banashankari Stage II,2400.0,3.0,510.0,5
748,Banashankari Stage II,1240.0,2.0,59.52,3
749,Banashankari Stage II,1250.0,2.0,110.0,2
750,Banashankari Stage II,1260.0,2.0,95.0,3
751,Banashankari Stage II,2400.0,2.0,300.0,3
752,Banashankari Stage II,1400.0,2.0,100.0,2
753,Banashankari Stage II,2800.0,3.0,425.0,5
754,Banashankari Stage II,3000.0,3.0,450.0,3
755,Banashankari Stage II,1200.0,2.0,198.0,3
756,Banashankari Stage II,1245.0,2.0,125.0,2
757,Banashankari Stage III,1305.0,2.0,58.7,3
758,Banashankari Stage III,1145.0,2.0,58.4,2
759,Banashankari Stage III,1650.0,3.0,118.0,3
760,Banashankari Stage III,2400.0,4.0,240.0,4
761,Banashankari Stage III,1350.0,2.0,68.0,3
763,Banashankari Stage III,1305.0,2.0,59.0,3
764,Banashankari Stage III,1305.0,2.0,60.0,3
765,Banashankari Stage III,1305.0,2.0,59.0,3
766,Banashankari Stage III,1480.0,3.0,75.48,3
767,Banashankari Stage III,1305.0,2.0,59.0,3
768,Banashankari Stage III,1304.0,2.0,111.0,2
769,Banashankari Stage III,3000.0,6.0,150.0,6
770,Banashankari Stage III,1085.0,2.0,50.0,2
771,Banashankari Stage III,1500.0,2.0,100.0,3
772,Banashankari Stage III,2100.0,3.0,147.0,4
773,Banashankari Stage III,1420.0,2.0,95.0,3
774,Banashankari Stage V,1300.0,2.0,58.5,3
775,Banashankari Stage V,1305.0,2.0,49.0,3
776,Banashankari Stage V,1035.0,2.0,35.77,2
777,Banashankari Stage V,1355.0,2.0,61.0,3
778,Banashankari Stage V,1510.0,3.0,47.57,3
779,Banashankari Stage V,1650.0,3.0,51.98,3
780,Banashankari Stage V,1630.0,3.0,51.35,3
781,Banashankari Stage V,1510.0,3.0,47.57,3
782,Banashankari Stage V,1315.0,2.0,49.0,3
783,Banashankari Stage V,1540.0,3.0,48.51,3
784,Banashankari Stage V,920.0,2.0,41.5,2
785,Banashankari Stage VI,1177.5,2.0,59.935,2
786,Banashankari Stage VI,4800.0,4.0,190.0,4
787,Banashankari Stage VI,2800.0,4.0,89.0,4
788,Banashankari Stage VI,2200.0,4.0,195.0,4
789,Banashankari Stage VI,1160.0,2.0,59.0,2
790,Banashankari Stage VI,1180.0,2.0,59.47,2
791,Banashankari Stage VI,1423.0,2.0,71.73,3
792,Banashankari Stage VI,1392.0,3.0,69.46,3
793,Banashankari Stage VI,1410.5,2.0,70.385,3
794,Banashankari Stage VI,4800.0,3.0,200.0,4
795,Banaswadi,1184.0,2.0,53.0,2
796,Banaswadi,1145.0,2.0,55.0,2
797,Banaswadi,1250.0,2.0,60.0,2
798,Banaswadi,1365.0,2.0,73.0,2
799,Banaswadi,1903.0,6.0,140.0,5
800,Banaswadi,1222.0,2.0,80.0,2
801,Banaswadi,870.0,2.0,38.0,2
802,Banaswadi,1200.0,2.0,60.0,2
804,Banaswadi,527.0,1.0,35.0,1
805,Banaswadi,1340.0,2.0,73.0,2
806,Banaswadi,1008.0,2.0,52.0,2
807,Banaswadi,1105.0,2.0,57.0,2
808,Banjara Layout,1200.0,2.0,70.0,2
809,Banjara Layout,1050.0,2.0,64.8,2
810,Banjara Layout,753.0,3.0,59.5,2
811,Banjara Layout,2500.0,4.0,140.0,3
813,Bannerghatta,1665.0,3.0,110.0,3
814,Bannerghatta,2370.0,4.0,195.0,3
815,Bannerghatta,1100.0,2.0,66.0,2
816,Bannerghatta,1113.0,2.0,70.0,2
817,Bannerghatta,1200.0,2.0,73.2,2
818,Bannerghatta,1070.0,2.0,87.0,2
819,Bannerghatta,1776.0,3.0,124.0,3
820,Bannerghatta,1776.0,3.0,150.0,3
821,Bannerghatta Road,500.0,1.0,18.5,1
822,Bannerghatta Road,1050.0,2.0,65.0,2
823,Bannerghatta Road,1170.0,2.0,66.0,3
824,Bannerghatta Road,595.0,1.0,33.32,1
825,Bannerghatta Road,1445.0,3.0,95.0,3
826,Bannerghatta Road,1640.0,2.0,120.0,3
828,Bannerghatta Road,1460.0,2.0,90.0,3
830,Bannerghatta Road,1179.0,2.0,66.02,2
831,Bannerghatta Road,1122.5,2.0,58.935,2
832,Bannerghatta Road,793.0,2.0,45.0,2
834,Bannerghatta Road,1400.0,2.0,78.0,2
836,Bannerghatta Road,1215.0,2.0,50.0,2
837,Bannerghatta Road,1654.0,3.0,100.0,3
838,Bannerghatta Road,1181.0,2.0,55.0,2
840,Bannerghatta Road,1200.0,2.0,75.0,2
842,Bannerghatta Road,595.0,1.0,31.83,1
843,Bannerghatta Road,1105.0,2.0,51.0,2
844,Bannerghatta Road,1255.0,2.0,65.26,2
846,Bannerghatta Road,1550.0,3.0,82.0,3
848,Bannerghatta Road,1650.0,3.0,122.0,3
849,Bannerghatta Road,912.0,2.0,55.0,2
850,Bannerghatta Road,1218.0,2.0,73.0,2
852,Bannerghatta Road,1115.0,2.0,65.12,2
854,Bannerghatta Road,1893.0,3.0,100.0,3
855,Bannerghatta Road,1600.0,3.0,95.0,3
856,Bannerghatta Road,1275.0,2.0,65.0,2
857,Bannerghatta Road,892.0,2.0,39.0,2
859,Bannerghatta Road,1260.0,2.0,70.0,2
861,Bannerghatta Road,1157.0,2.0,40.0,2
862,Bannerghatta Road,1150.0,2.0,65.0,2
863,Bannerghatta Road,1100.0,2.0,39.0,2
865,Bannerghatta Road,1725.0,3.0,110.0,3
866,Bannerghatta Road,1850.0,6.0,150.0,6
867,Bannerghatta Road,950.0,2.0,38.0,2
868,Bannerghatta Road,1220.0,2.0,80.0,2
869,Bannerghatta Road,1130.0,2.0,78.0,2
871,Bannerghatta Road,1486.0,3.0,83.22,3
873,Bannerghatta Road,1015.0,2.0,48.0,2
874,Bannerghatta Road,1115.0,2.0,61.0,2
875,Bannerghatta Road,1136.0,2.0,48.0,2
876,Bannerghatta Road,2700.0,4.0,260.0,4
877,Bannerghatta Road,1200.0,2.0,69.0,3
878,Bannerghatta Road,1465.0,2.0,76.0,3
879,Bannerghatta Road,1302.5,2.0,67.73,2
880,Bannerghatta Road,1200.0,2.0,65.0,2
881,Bannerghatta Road,1240.0,2.0,65.0,2
882,Bannerghatta Road,1476.0,3.0,125.0,3
884,Bannerghatta Road,1532.5,3.0,84.29,3
886,Bannerghatta Road,1268.0,2.0,69.0,2
887,Bannerghatta Road,1450.0,2.0,87.0,3
888,Bannerghatta Road,2932.0,5.0,195.0,4
891,Bannerghatta Road,960.0,2.0,58.0,2
892,Bannerghatta Road,1750.0,3.0,130.0,3
893,Bannerghatta Road,1275.0,2.0,73.0,2
895,Bannerghatta Road,1240.0,2.0,71.0,2
897,Bannerghatta Road,1215.0,2.0,68.0,2
898,Bannerghatta Road,1215.0,2.0,68.0,2
899,Bannerghatta Road,1894.0,3.0,115.0,3
901,Bannerghatta Road,1693.0,3.0,89.0,3
902,Bannerghatta Road,1280.0,2.0,60.16,2
904,Bannerghatta Road,630.0,1.0,35.0,1
905,Bannerghatta Road,1215.0,2.0,68.0,2
906,Bannerghatta Road,1365.0,3.0,76.18,3
907,Bannerghatta Road,1115.0,2.0,78.0,2
908,Bannerghatta Road,1532.5,3.0,79.465,3
910,Bannerghatta Road,1655.0,3.0,90.0,3
911,Bannerghatta Road,1247.0,2.0,47.39,2
912,Bannerghatta Road,1237.5,2.0,49.49,2
913,Bannerghatta Road,1650.0,3.0,94.0,3
914,Bannerghatta Road,905.0,2.0,65.0,2
915,Bannerghatta Road,1000.0,2.0,50.0,2
916,Bannerghatta Road,2185.0,3.0,120.0,4
917,Bannerghatta Road,1012.0,2.0,45.0,2
919,Bannerghatta Road,1460.0,2.0,80.0,3
920,Bannerghatta Road,1340.0,2.0,85.0,2
921,Bannerghatta Road,1711.0,3.0,125.0,3
922,Bannerghatta Road,1520.0,2.0,81.0,3
923,Bannerghatta Road,2826.0,3.0,148.0,3
924,Bannerghatta Road,1115.0,2.0,61.0,2
925,Bannerghatta Road,1154.0,2.0,47.0,2
926,Bannerghatta Road,1000.0,2.0,44.5,2
927,Bannerghatta Road,1250.0,2.0,48.0,2
928,Bannerghatta Road,1640.0,3.0,105.0,3
930,Bannerghatta Road,1012.0,2.0,44.0,2
931,Bannerghatta Road,1527.0,3.0,115.0,3
934,Bannerghatta Road,1550.0,3.0,96.0,3
935,Bannerghatta Road,1200.0,2.0,78.0,2
936,Bannerghatta Road,1885.0,3.0,125.0,3
938,Bannerghatta Road,1450.0,2.0,78.0,3
939,Bannerghatta Road,700.0,1.0,31.2,1
942,Bannerghatta Road,905.0,2.0,58.0,2
944,Bannerghatta Road,1920.0,3.0,122.0,3
945,Bannerghatta Road,2400.0,4.0,180.0,4
947,Bannerghatta Road,1270.0,2.0,45.0,2
948,Bannerghatta Road,1520.0,2.0,80.0,3
949,Bannerghatta Road,1270.0,2.0,73.0,3
950,Bannerghatta Road,1846.0,3.0,120.0,3
952,Bannerghatta Road,1122.5,2.0,61.74,2
953,Bannerghatta Road,1655.0,3.0,95.0,3
954,Bannerghatta Road,1206.0,2.0,53.0,2
955,Bannerghatta Road,1150.0,2.0,55.0,2
956,Bannerghatta Road,1215.0,2.0,65.0,2
957,Bannerghatta Road,1510.0,2.0,110.0,3
958,Bannerghatta Road,1022.0,2.0,35.0,2
959,Bannerghatta Road,1246.0,2.0,47.35,2
960,Bannerghatta Road,1470.0,2.0,85.0,3
961,Bannerghatta Road,1160.0,2.0,45.0,2
962,Bannerghatta Road,970.0,2.0,57.0,2
963,Bannerghatta Road,1527.0,3.0,142.0,3
966,Basavangudi,1036.0,2.0,105.0,2
967,Basavangudi,2600.0,4.0,260.0,4
968,Basavangudi,1600.0,2.0,160.0,3
969,Basavangudi,1560.0,2.0,145.0,2
971,Basavangudi,1800.0,3.0,195.0,3
972,Basavangudi,1100.0,2.0,93.0,2
974,Basavangudi,1050.0,2.0,103.0,2
977,Basavangudi,1180.0,2.0,124.0,2
979,Basavangudi,1200.0,2.0,120.0,2
981,Basavangudi,2453.0,3.0,250.0,4
982,Basaveshwara Nagar,4500.0,5.0,415.0,5
983,Basaveshwara Nagar,1865.0,3.0,145.0,3
984,Basaveshwara Nagar,1200.0,2.0,90.0,2
985,Basaveshwara Nagar,2400.0,4.0,310.0,5
986,Basaveshwara Nagar,1200.0,2.0,80.0,2
987,Basaveshwara Nagar,900.0,2.0,60.0,2
988,Basaveshwara Nagar,1900.0,3.0,150.0,3
989,Basaveshwara Nagar,1200.0,2.0,85.0,2
990,Basaveshwara Nagar,1200.0,2.0,70.0,2
991,Battarahalli,1200.0,2.0,65.0,2
992,Battarahalli,1779.0,3.0,89.61,3
993,Battarahalli,1300.0,2.0,50.0,2
994,Battarahalli,1945.0,3.0,97.42,3
995,Battarahalli,1777.0,3.0,100.0,3
996,Battarahalli,1135.0,2.0,43.0,2
997,Battarahalli,1276.0,2.0,45.0,2
998,Battarahalli,1880.0,3.0,94.36,3
999,Battarahalli,1071.0,2.0,62.0,2
1000,Battarahalli,1165.0,2.0,43.0,2
1001,Battarahalli,1636.0,2.0,82.89,2
1002,Battarahalli,1779.0,3.0,90.0,3
1004,Battarahalli,1090.0,2.0,38.37,2
1005,Battarahalli,2082.0,3.0,104.0,3
1006,Battarahalli,2024.0,3.0,103.0,3
1007,Battarahalli,1097.0,2.0,49.0,2
1009,Begur,1419.0,2.0,59.0,3
1010,Begur,1580.0,3.0,75.0,3
1011,Begur,1559.0,3.0,63.0,3
1012,Begur,1445.0,2.0,47.1,3
1013,Begur,1475.0,2.0,74.0,3
1014,Begur,3500.0,4.0,185.0,3
1015,Begur,1100.0,2.0,55.0,2
1016,Begur,1306.0,2.0,65.0,2
1017,Begur,1304.0,3.0,65.0,3
1018,Begur,1411.0,2.0,60.0,3
1019,Begur,815.0,2.0,40.0,2
1020,Begur,1443.0,2.0,70.0,3
1021,Begur Road,1200.0,2.0,44.0,2
1022,Begur Road,1200.0,2.0,46.8,2
1023,Begur Road,1160.0,2.0,44.0,2
1024,Begur Road,1584.0,3.0,65.0,3
1026,Begur Road,1615.0,3.0,59.76,3
1027,Begur Road,1200.0,2.0,43.2,2
1028,Begur Road,1160.0,2.0,44.08,2
1029,Begur Road,1200.0,2.0,45.0,2
1030,Begur Road,1615.0,3.0,60.0,3
1031,Begur Road,1410.0,2.0,53.0,3
1032,Begur Road,1200.0,2.0,37.8,2
1033,Begur Road,1160.0,2.0,40.59,2
1034,Begur Road,1260.0,2.0,46.62,2
1035,Begur Road,1600.0,3.0,58.14,3
1037,Begur Road,1500.0,2.0,70.0,3
1038,Begur Road,1160.0,2.0,42.0,2
1039,Begur Road,1240.0,2.0,39.06,2
1040,Begur Road,1200.0,2.0,45.0,2
1041,Begur Road,1500.0,2.0,55.0,3
1042,Begur Road,1410.0,2.0,52.17,3
1044,Begur Road,1583.0,3.0,74.4,3
1045,Begur Road,1170.0,2.0,46.0,2
1046,Begur Road,1160.0,2.0,42.92,2
1047,Begur Road,1410.0,2.0,52.17,3
1049,Begur Road,1565.0,2.0,59.76,3
1050,Begur Road,1160.0,2.0,42.0,2
1052,Begur Road,1410.0,2.0,53.58,3
1053,Begur Road,1200.0,2.0,45.0,2
1054,Begur Road,1200.0,2.0,42.6,2
1055,Begur Road,1160.0,2.0,42.0,2
1056,Begur Road,1334.0,2.0,42.69,2
1057,Begur Road,1565.0,2.0,57.91,3
1058,Begur Road,1200.0,2.0,45.6,2
1059,Begur Road,1215.0,2.0,43.13,2
1060,Begur Road,1160.0,2.0,36.54,2
1062,Begur Road,1200.0,2.0,44.4,2
1064,Begur Road,1260.0,2.0,39.69,2
1066,Begur Road,1160.0,2.0,44.0,2
1068,Begur Road,952.0,2.0,42.0,2
1071,Begur Road,1200.0,2.0,42.0,2
1072,Begur Road,1240.0,2.0,45.88,2
1073,Begur Road,1200.0,3.0,50.0,3
1075,Begur Road,1200.0,2.0,44.0,2
1077,Begur Road,1100.0,2.0,42.6,2
1078,Begur Road,1565.0,2.0,57.91,3
1079,Begur Road,1200.0,2.0,44.4,2
1080,Begur Road,1160.0,2.0,36.54,2
1081,Begur Road,1215.0,2.0,43.75,2
1082,Begur Road,1200.0,2.0,44.73,2
1083,Begur Road,1160.0,2.0,42.0,2
1084,Begur Road,1410.0,2.0,54.99,3
1085,Bellandur,1767.0,3.0,103.0,3
1086,Bellandur,1205.0,2.0,66.0,2
1087,Bellandur,1250.0,2.0,76.0,2
1088,Bellandur,1000.0,2.0,50.0,2
1089,Bellandur,1281.0,2.0,74.0,2
1090,Bellandur,921.0,2.0,40.0,2
1092,Bellandur,1490.0,2.0,98.0,3
1094,Bellandur,2039.0,3.0,168.0,3
1095,Bellandur,1605.0,3.0,85.0,3
1096,Bellandur,1692.0,3.0,88.0,3
1097,Bellandur,1220.0,2.0,60.0,2
1098,Bellandur,1299.0,2.0,82.0,2
1099,Bellandur,900.0,2.0,56.0,2
1100,Bellandur,1350.0,2.0,79.0,2
1101,Bellandur,1286.0,2.0,57.0,2
1102,Bellandur,3016.0,4.0,230.0,4
1103,Bellandur,1457.0,2.0,85.0,2
1104,Bellandur,1195.0,2.0,51.0,2
1105,Bellandur,1050.0,2.0,72.0,2
1106,Bellandur,3600.0,4.0,260.0,4
1107,Bellandur,1310.0,2.0,72.0,2
1108,Bellandur,924.0,2.0,35.11,2
1109,Bellandur,1785.0,3.0,118.0,3
1110,Bellandur,1051.0,2.0,60.0,2
1112,Bellandur,1060.0,2.0,65.0,2
1113,Bellandur,1100.0,2.0,62.0,2
1114,Bellandur,1550.0,2.0,59.0,2
1115,Bellandur,924.0,2.0,35.11,2
1117,Bellandur,1685.0,3.0,100.0,3
1118,Bellandur,982.0,2.0,55.0,2
1119,Bellandur,981.0,2.0,37.28,2
1120,Bellandur,1205.0,2.0,59.0,2
1121,Bellandur,1063.0,2.0,58.0,2
1122,Bellandur,1201.0,2.0,59.99,2
1123,Bellandur,1325.0,2.0,65.0,2
1124,Bellandur,1281.0,2.0,87.0,2
1126,Bellandur,1200.0,2.0,52.0,2
1127,Bellandur,1785.0,3.0,120.0,3
1128,Bellandur,1088.0,2.0,48.0,2
1129,Bellandur,1310.0,2.0,85.0,2
1130,Bellandur,982.0,2.0,37.28,2
1131,Bellandur,1465.0,3.0,90.0,2
1132,Bellandur,1767.0,3.0,109.0,3
1133,Bellandur,924.0,2.0,35.11,2
1134,Bellandur,3600.0,4.0,245.0,4
1135,Bellandur,1170.0,2.0,46.79,2
1136,Bellandur,1150.0,2.0,69.44,2
1137,Bellandur,1200.0,2.0,45.0,2
1139,Bellandur,1410.0,3.0,92.0,2
1140,Bellandur,950.0,2.0,35.0,2
1141,Bellandur,1015.0,2.0,60.0,2
1143,Bellandur,1685.0,3.0,101.0,3
1144,Bellandur,1735.0,3.0,105.0,3
1145,Bellandur,1685.0,3.0,115.0,3
1146,Bellandur,1846.0,3.0,135.0,3
1147,Bellandur,1049.0,2.0,51.0,2
1149,Bellandur,1211.0,2.0,63.0,2
1150,Bellandur,1717.0,3.0,110.0,3
1152,Bellandur,1185.0,2.0,47.39,2
1153,Bellandur,1200.0,2.0,62.0,2
1157,Bellandur,1251.0,2.0,47.0,2
1159,Bellandur,960.0,2.0,48.0,2
1160,Bellandur,1690.0,2.0,116.0,3
1161,Bellandur,950.0,1.0,40.0,1
1162,Bellandur,850.0,2.0,45.0,2
1163,Bellandur,1454.0,2.0,90.0,2
1165,Bellandur,1195.0,2.0,52.0,2
1166,Bellandur,1435.0,2.0,115.0,3
1168,Bellandur,1260.0,2.0,83.5,2
1169,Bellandur,1535.0,3.0,90.0,3
1170,Bellandur,1047.0,2.0,75.0,2
1171,Bellandur,1096.0,2.0,40.0,2
1172,Bellandur,1262.0,2.0,47.0,2
1173,Benson Town,3200.0,4.0,350.0,3
1174,Benson Town,4460.0,5.0,650.0,4
1175,Benson Town,2850.0,4.0,470.0,3
1176,Benson Town,1300.0,2.0,120.0,2
1177,Benson Town,1567.0,3.0,140.0,2
1179,Benson Town,1688.12,2.0,270.0,2
1180,Benson Town,1805.0,3.0,280.0,3
1181,Benson Town,1688.0,2.0,280.0,2
1182,Bharathi Nagar,1322.0,2.0,68.0,2
1183,Bharathi Nagar,1351.0,2.0,70.0,2
1184,Bharathi Nagar,1384.0,2.0,59.0,2
1185,Bharathi Nagar,1351.0,2.0,74.0,2
1186,Bharathi Nagar,1432.0,2.0,68.0,2
1188,Bharathi Nagar,1349.0,2.0,56.7,2
1189,Bharathi Nagar,1328.0,2.0,69.0,2
1190,Bharathi Nagar,1300.0,2.0,55.86,2
1191,Bhoganhalli,1670.0,3.0,99.0,3
1194,Bhoganhalli,1444.0,2.0,75.97,2
1195,Bhoganhalli,1447.0,2.0,75.97,2
1196,Bhoganhalli,1700.0,3.0,126.0,3
1197,Bhoganhalli,1447.0,2.0,75.97,2
1201,Bhoganhalli,1760.0,3.0,127.0,3
1203,Bhoganhalli,1447.0,2.0,75.97,2
1204,Bhoganhalli,1949.0,3.0,129.0,3
1205,Bhoganhalli,1760.0,3.0,128.0,3
1206,Bhoganhalli,1447.0,2.0,75.97,2
1207,Bhoganhalli,2439.0,4.0,185.0,4
1211,Bhoganhalli,1444.0,2.0,75.97,2
1212,Bhoganhalli,1205.0,2.0,64.47,2
1213,Bhoganhalli,1447.0,2.0,75.97,2
1214,Bhoganhalli,2439.0,5.0,170.0,4
1216,Bhoganhalli,1205.0,2.0,68.32,2
1217,Bhoganhalli,1260.0,2.0,69.9,2
1218,Bhoganhalli,2439.0,4.0,170.0,4
1219,Bhoganhalli,1707.0,3.0,115.0,3
1221,Bhoganhalli,970.0,2.0,52.5,2
1223,Bhoganhalli,1277.0,2.0,79.89,2
1225,Bhoganhalli,1703.0,3.0,120.0,3
1227,Billekahalli,1125.0,2.0,62.0,2
1229,Billekahalli,1090.0,2.0,52.0,2
1230,Billekahalli,1112.0,2.0,62.0,2
1231,Billekahalli,2400.0,3.0,150.0,3
1232,Billekahalli,2968.0,3.0,225.0,3
1233,Billekahalli,950.0,2.0,58.11,2
1234,Billekahalli,1360.0,2.0,110.0,2
1235,Billekahalli,1125.0,2.0,65.0,2
1236,Billekahalli,950.0,2.0,56.0,2
1238,Billekahalli,1805.0,3.0,134.0,3
1239,Binny Pete,1755.0,3.0,122.0,3
1240,Binny Pete,665.0,1.0,50.75,1
1242,Binny Pete,660.0,1.0,54.0,1
1243,Binny Pete,660.0,1.0,62.0,1
1244,Binny Pete,1365.0,2.0,122.0,2
1246,Binny Pete,1795.0,3.0,139.0,3
1247,Binny Pete,1740.0,3.0,150.0,3
1248,Binny Pete,1970.0,3.0,164.0,3
1249,Binny Pete,1516.0,3.0,147.0,3
1250,Bisuvanahalli,1180.0,3.0,48.0,3
1252,Bisuvanahalli,1075.0,2.0,46.0,3
1255,Bisuvanahalli,1075.0,2.0,45.0,3
1257,Bisuvanahalli,845.0,2.0,33.0,2
1258,Bisuvanahalli,1075.0,2.0,45.0,3
1259,Bisuvanahalli,845.0,2.0,37.0,2
1262,Bisuvanahalli,845.0,2.0,29.0,2
1263,Bisuvanahalli,1075.0,2.0,47.0,3
1264,Bisuvanahalli,850.0,1.0,32.0,2
1265,Bisuvanahalli,1075.0,2.0,50.0,3
1266,Bisuvanahalli,1075.0,2.0,52.0,3
1267,Bisuvanahalli,1180.0,2.0,46.0,3
1268,Bisuvanahalli,1075.0,2.0,42.0,3
1269,Bisuvanahalli,845.0,2.0,37.0,2
1270,Bisuvanahalli,1075.0,2.0,43.0,3
1271,Bisuvanahalli,700.0,1.0,32.0,2
1272,Bisuvanahalli,1075.0,2.0,52.0,3
1273,Bisuvanahalli,1075.0,2.0,50.0,3
1275,Bisuvanahalli,845.0,2.0,33.0,2
1276,Bisuvanahalli,945.0,2.0,33.0,2
1277,Bisuvanahalli,845.0,2.0,30.0,2
1280,Bisuvanahalli,1075.0,2.0,43.0,3
1281,Bisuvanahalli,1080.0,2.0,45.0,3
1282,Bisuvanahalli,1180.0,2.0,55.5,3
1283,Bisuvanahalli,1075.0,2.0,47.0,3
1284,Bisuvanahalli,1075.0,2.0,48.0,3
1286,Bisuvanahalli,1075.0,2.0,45.0,3
1287,Bisuvanahalli,1075.0,2.0,44.0,3
1288,Bisuvanahalli,850.0,2.0,27.0,2
1289,Bisuvanahalli,1075.0,2.0,42.0,3
1290,Bisuvanahalli,845.0,2.0,32.0,2
1292,Bisuvanahalli,845.0,2.0,34.0,2
1293,Bommanahalli,3000.0,8.0,140.0,8
1294,Bommanahalli,520.0,1.0,19.5,1
1295,Bommanahalli,515.0,1.0,25.0,1
1296,Bommanahalli,1090.0,3.0,44.0,2
1299,Bommanahalli,1850.0,3.0,90.0,3
1300,Bommanahalli,910.0,2.0,45.0,2
1301,Bommanahalli,1050.0,2.0,46.0,2
1302,Bommanahalli,1100.0,1.0,55.0,2
